FID,Shelf_stack,Sex,Diet,Level,Size,Batch,P_day,P2_day,L_day,L2_day,ZP,ZP2,ZL,ZL2,Ln,Wt,CI
LR310,F3,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846656391,-0.651867641,-1.10926496,-0.789143718,NA,NA,NA
LR311,F3,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.026614042,-0.185118676,-0.860185609,-0.736361431,NA,NA,NA
LR312,F3,M,1,75,L,8,0.050625,0.002562891,0.00495,2.45E-05,0.463249259,0.164943047,-0.735645933,-0.696774716,NA,NA,NA
LR313,G1,F,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.319311152,-0.441059952,-0.916247351,-0.651198344,NA,NA,NA
LR314,G1,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.732402288,1.624130946,0.849404483,0.575527828,53,2.71,0.231039233
LR315,G1,M,4,50,S,8,0.02656,0.000705434,0.00312,9.73E-06,-0.574541012,-0.539799749,-0.965855636,-0.763051464,44,1.34,-0.022890881
LR316,G1,F,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.834123742,-0.720994732,-1.042206611,-0.671603914,60,2.97,0.022457547
LR317,G1,F,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,NA,NA,NA
LR318,G1,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.026614042,-0.185118676,-0.860185609,-0.736361431,NA,NA,NA
LR319,G1,F,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.753279098,-0.684445526,0.415867246,0.06422746,NA,NA,NA
LR320,G1,F,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,NA,NA,NA
LR321,G2,F,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.834123742,-0.720994732,-1.042206611,-0.671603914,NA,NA,NA
LR322,G2,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,NA,NA,NA
LR323,G2,F,2,75,S,8,0.05337,0.002848357,0.0117,0.00013689,0.849885442,0.610631365,0.194484305,-0.117921552,NA,NA,NA
LR324,G2,F,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.834123742,-0.720994732,-1.042206611,-0.671603914,NA,NA,NA
LR325,G2,F,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.357190726,0.097042502,2.125859623,2.320686619,NA,NA,NA
LR326,G2,F,4,50,L,8,0.03652,0.00133371,0.00429,1.84E-05,-0.0068644,-0.216562831,-0.748301671,-0.611294119,NA,NA,NA
LR327,G2,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013548074,-0.705652428,-0.090303978,-0.350747181,NA,NA,NA
LR328,G2,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,54.5,2.82,0.203291007
LR329,G3,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,NA,NA,NA
LR330,G3,M,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.307169323,-0.400257825,1.177736355,1.017233692,NA,NA,NA
LR331,G3,M,4,50,S,8,0.02656,0.000705434,0.00312,9.73E-06,-0.574541012,-0.539799749,-0.965855636,-0.763051464,52.5,2.22,0.054535407
LR332,G3,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.395384588,1.172559628,2.252048304,2.889844319,52,2.06,0.002891308
LR333,G3,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.581625917,0.273252476,0.113488218,-0.192398526,54.5,2.52,0.090813024
LR334,G3,M,4,75,S,8,0.03984,0.001587226,0.00468,2.19E-05,-0.001848105,-0.205236656,-0.769611299,-0.708443527,52,1.69,-0.195086146
LR335,G3,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.026614042,-0.185118676,-0.860185609,-0.736361431,NA,NA,NA
LR336,G3,M,4,75,S,8,0.03984,0.001587226,0.00468,2.19E-05,-0.001848105,-0.205236656,-0.769611299,-0.708443527,NA,NA,NA
LR337,G1,M,1,50,L,8,0.03375,0.001139063,0.0033,1.09E-05,-0.264476102,-0.375275395,-0.943212059,-0.757865326,NA,NA,NA
LR338,G1,F,4,75,L,8,0.05478,0.003000848,0.006435,4.14E-05,0.921577862,0.693911278,-0.475389941,-0.515501411,NA,NA,NA
LR339,G1,M,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.410021174,-0.457388653,-0.984725284,-0.767151098,NA,NA,NA
LR340,G1,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846656391,-0.651867641,-1.10926496,-0.789143718,NA,NA,NA
LR341,G1,F,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.030896554,-0.798413031,-0.011630848,-0.264843318,NA,NA,NA
LR342,G1,F,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,NA,NA,NA
LR343,G1,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.198044186,-0.358825332,1.270863435,1.004420164,58,2.9,0.080644696
LR344,G1,F,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.891070449,0.658207482,1.444534535,1.241350458,NA,NA,NA
LR345,G2,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.307790473,2.50220199,1.217362615,1.074677939,NA,NA,NA
LR346,G2,F,2,50,L,8,0.044475,0.001978026,0.00975,9.51E-05,0.397613048,0.135317479,-0.053617268,-0.292090302,NA,NA,NA
LR347,G2,M,4,50,L,8,0.02988,0.000892814,0.00351,1.23E-05,-0.431367785,-0.468705395,-0.916794552,-0.751447278,47.5,1.38,-0.178696329
LR348,G2,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,51,2.38,0.194275639
LR349,G2,F,4,100,S,8,0.05976,0.003571258,0.00702,4.93E-05,1.174789388,1.005429303,-0.400959469,-0.482725915,NA,NA,NA
LR350,G2,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660358699,-0.578404613,0.543716189,0.219243354,NA,NA,NA
LR351,G2,M,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.410021174,-0.457388653,-0.984725284,-0.767151098,NA,NA,NA
LR352,G2,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660358699,-0.578404613,0.543716189,0.219243354,57.5,2.32,-0.12154721
LR353,G3,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,NA,NA,NA
LR354,G3,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.254751799,2.638217161,-0.286451051,-0.42673708,NA,NA,NA
LR355,G3,F,2,50,L,8,0.044475,0.001978026,0.00975,9.51E-05,0.397613048,0.135317479,-0.053617268,-0.292090302,NA,NA,NA
LR356,G3,F,4,50,L,8,0.03652,0.00133371,0.00429,1.84E-05,-0.0068644,-0.216562831,-0.748301671,-0.611294119,NA,NA,NA
LR357,G3,F,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.357190726,0.097042502,2.125859623,2.320686619,NA,NA,NA
LR358,G3,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.212911734,-0.04527398,-0.696019673,-0.68233422,NA,NA,NA
LR359,G3,M,1,75,L,8,0.050625,0.002562891,0.00495,2.45E-05,0.463249259,0.164943047,-0.735645933,-0.696774716,NA,NA,NA
LR360,G3,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,61,3.61,0.177604108
LR361,H1,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,53.5,2.15,-0.023163792
LR362,H1,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.850020123,1.968575468,-0.202478211,-0.38139137,59,2.93,0.049569563
LR363,H1,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,49.5,1.73,-0.052462255
LR364,H1,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.727616697,3.508251434,3.270307646,4.671176708,NA,NA,NA
LR365,H1,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.198044186,-0.358825332,1.270863435,1.004420164,NA,NA,NA
LR366,H1,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.212911734,-0.04527398,-0.696019673,-0.68233422,52.5,2.24,0.063504077
LR367,H1,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,57,2.85,0.105339231
LR368,H1,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,59.5,3.21,0.120416858
LR369,H2,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,58,2.82,0.052670844
LR370,H2,F,2,100,S,8,0.07116,0.005063746,0.0156,0.00024336,1.75443023,1.820521804,0.69068745,0.325417084,NA,NA,NA
LR371,H2,F,1,75,L,8,0.06075,0.003690562,0.00594,3.53E-05,1.225126619,1.070584798,-0.538369571,-0.541008269,NA,NA,NA
LR372,H2,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,NA,NA,NA
LR373,H2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.965218041,0.663506147,0.35879364,0.029443973,NA,NA,NA
LR374,H2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.965218041,0.663506147,0.35879364,0.029443973,51,2.33,0.173043419
LR375,H2,F,4,50,L,8,0.03652,0.00133371,0.00429,1.84E-05,-0.0068644,-0.216562831,-0.748301671,-0.611294119,NA,NA,NA
LR376,H2,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.212911734,-0.04527398,-0.696019673,-0.68233422,NA,NA,NA
LR377,H3,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,NA,NA,NA
LR378,H3,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846656391,-0.651867641,-1.10926496,-0.789143718,NA,NA,NA
LR379,H3,M,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.77808849,-0.626475824,0.332376133,0.003917186,57,3.05,0.173161828
LR380,H3,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,60,3.4,0.157671026
LR381,H3,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.163749843,-0.083552929,2.023096577,2.43587321,NA,NA,NA
LR382,H3,F,1,75,L,8,0.06075,0.003690562,0.00594,3.53E-05,1.225126619,1.070584798,-0.538369571,-0.541008269,NA,NA,NA
LR383,H3,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.395384588,1.172559628,2.252048304,2.889844319,57,3.31,0.254968426
LR384,H3,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,55,2.98,0.236377726
LR385,H1,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.163749843,-0.083552929,2.023096577,2.43587321,56,2.35,-0.044733228
LR386,H1,M,4,100,S,8,0.05312,0.002821734,0.00624,3.89E-05,0.570844801,0.263151371,-0.573366962,-0.631992416,50.5,1.61,-0.172749097
LR387,H1,F,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.198044186,-0.358825332,1.270863435,1.004420164,NA,NA,NA
LR388,H1,F,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.198044186,-0.358825332,1.270863435,1.004420164,57,2.83,0.098296949
LR389,H1,F,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.357190726,0.097042502,2.125859623,2.320686619,53.5,2.21,0.004360881
LR390,H1,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,49,1.73,-0.027894531
LR391,H1,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.212911734,-0.04527398,-0.696019673,-0.68233422,52,1.53,-0.294546939
LR392,H1,M,2,100,L,8,0.12453,0.015507721,0.0273,0.00074529,3.650362906,5.076376094,2.075931591,2.53799831,NA,NA,NA
LR393,H2,F,2,50,S,8,0.03558,0.001265936,0.0078,6.08E-05,-0.054659346,-0.253576247,-0.30171884,-0.434592006,NA,NA,NA
LR394,H2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.965218041,0.663506147,0.35879364,0.029443973,54.5,2.32,0.008121308
LR395,H2,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,49,2.17,0.198711228
LR396,H2,F,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.319311152,-0.441059952,-0.916247351,-0.651198344,NA,NA,NA
LR397,H2,F,4,75,S,8,0.04482,0.002008832,0.005265,2.77E-05,0.41515481,0.15214156,-0.624250885,-0.572502093,NA,NA,NA
LR398,H2,F,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,NA,NA,NA
LR399,H2,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,NA,NA,NA
LR400,H2,F,4,75,S,8,0.04482,0.002008832,0.005265,2.77E-05,0.41515481,0.15214156,-0.624250885,-0.572502093,52,1.66,-0.212997072
LR401,H3,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.254751799,2.638217161,-0.286451051,-0.42673708,NA,NA,NA
LR402,H3,M,2,100,L,8,0.12453,0.015507721,0.0273,0.00074529,3.650362906,5.076376094,2.075931591,2.53799831,53.5,2.56,0.151375624
LR403,H3,M,4,100,S,8,0.05312,0.002821734,0.00624,3.89E-05,0.570844801,0.263151371,-0.573366962,-0.631992416,NA,NA,NA
LR404,H3,M,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.307169323,-0.400257825,1.177736355,1.017233692,NA,NA,NA
LR405,H3,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,57,2.38,-0.074879275
LR406,H3,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.395384588,1.172559628,2.252048304,2.889844319,NA,NA,NA
LR407,H3,F,4,100,S,8,0.05976,0.003571258,0.00702,4.93E-05,1.174789388,1.005429303,-0.400959469,-0.482725915,55.5,2.33,-0.031577004
LR408,H3,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846656391,-0.651867641,-1.10926496,-0.789143718,NA,NA,NA
LR409,I1,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.254751799,2.638217161,-0.286451051,-0.42673708,NA,NA,NA
LR410,I1,F,2,75,L,8,0.0667125,0.004450558,0.014625,0.000213891,1.528294033,1.485641429,0.566636663,0.202708844,NA,NA,NA
LR411,I1,F,1,75,L,8,0.06075,0.003690562,0.00594,3.53E-05,1.225126619,1.070584798,-0.538369571,-0.541008269,NA,NA,NA
LR412,I1,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.163749843,-0.083552929,2.023096577,2.43587321,NA,NA,NA
LR413,I1,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.883178659,3.515361032,1.585320748,1.650619338,56.5,2.75,0.090941991
LR414,I1,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.727616697,3.508251434,3.270307646,4.671176708,NA,NA,NA
LR415,I1,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.581625917,0.273252476,0.113488218,-0.192398526,50,1.86,-0.004327983
LR416,I1,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.395384588,1.172559628,2.252048304,2.889844319,NA,NA,NA
LR417,I2,F,2,100,L,8,0.08895,0.007912102,0.0195,0.00038025,2.658975018,3.376094523,1.186890595,0.895423901,NA,NA,NA
LR418,I2,F,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.357190726,0.097042502,2.125859623,2.320686619,NA,NA,NA
LR419,I2,F,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.809343573,1.905102052,2.357421091,2.741897881,NA,NA,NA
LR420,I2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.965218041,0.663506147,0.35879364,0.029443973,56.5,2.85,0.126660074
LR421,I2,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.883178659,3.515361032,1.585320748,1.650619338,53.5,2.66,0.189694489
LR422,I2,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.307790473,2.50220199,1.217362615,1.074677939,NA,NA,NA
LR423,I2,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,52.5,2.46,0.157189561
LR424,I2,M,1,75,L,8,0.050625,0.002562891,0.00495,2.45E-05,0.463249259,0.164943047,-0.735645933,-0.696774716,NA,NA,NA
LR425,I3,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.883178659,3.515361032,1.585320748,1.650619338,NA,NA,NA
LR426,I3,M,4,100,S,8,0.05312,0.002821734,0.00624,3.89E-05,0.570844801,0.263151371,-0.573366962,-0.631992416,NA,NA,NA
LR427,I3,M,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.307169323,-0.400257825,1.177736355,1.017233692,53,1.91,-0.11880616
LR428,I3,F,4,50,L,8,0.03652,0.00133371,0.00429,1.84E-05,-0.0068644,-0.216562831,-0.748301671,-0.611294119,NA,NA,NA
LR429,I3,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660358699,-0.578404613,0.543716189,0.219243354,54,1.86,-0.190566007
LR430,I3,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.395384588,1.172559628,2.252048304,2.889844319,54,2.32,0.030424691
LR431,I3,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.727616697,3.508251434,3.270307646,4.671176708,NA,NA,NA
LR432,I3,F,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,NA,NA,NA
LR433,I1,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.579775292,1.559979555,2.129199452,2.326566155,64,3.2,-0.059130364
LR434,I1,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.579775292,1.559979555,2.129199452,2.326566155,66.5,3.83,0.02785581
LR435,I1,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,66,3.17,-0.143013922
LR436,I1,F,4,100,S,8,0.05976,0.003571258,0.00702,4.93E-05,1.174789388,1.005429303,-0.400959469,-0.482725915,NA,NA,NA
LR437,I1,F,3,50,L,8,0.04515,0.002038522,0.0179375,0.000321754,0.431933887,0.16835616,0.988091258,0.6518479,NA,NA,NA
LR438,I1,M,1,50,L,8,0.03375,0.001139063,0.0033,1.09E-05,-0.264476102,-0.375275395,-0.943212059,-0.757865326,48,1.36,-0.218634627
LR439,I1,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,NA,NA,NA
LR440,I1,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.732402288,1.624130946,0.849404483,0.575527828,NA,NA,NA
LR441,I2,M,1,75,L,8,0.050625,0.002562891,0.00495,2.45E-05,0.463249259,0.164943047,-0.735645933,-0.696774716,NA,NA,NA
LR442,I2,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.883178659,3.515361032,1.585320748,1.650619338,56,2.71,0.097800078
LR443,I2,F,3,50,L,8,0.04515,0.002038522,0.0179375,0.000321754,0.431933887,0.16835616,0.988091258,0.6518479,NA,NA,NA
LR444,I2,F,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.834123742,-0.720994732,-1.042206611,-0.671603914,58,2.37,-0.121176086
LR445,I2,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,46,1.39,-0.093825568
LR446,I2,F,4,50,L,8,0.03652,0.00133371,0.00429,1.84E-05,-0.0068644,-0.216562831,-0.748301671,-0.611294119,NA,NA,NA
LR447,I2,F,4,75,L,8,0.05478,0.003000848,0.006435,4.14E-05,0.921577862,0.693911278,-0.475389941,-0.515501411,NA,NA,NA
LR448,I2,F,3,50,L,8,0.04515,0.002038522,0.0179375,0.000321754,0.431933887,0.16835616,0.988091258,0.6518479,NA,NA,NA
LR449,I3,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,NA,NA,NA
LR450,I3,F,4,50,S,8,0.02988,0.000892814,0.00351,1.23E-05,-0.344479767,-0.457349373,-0.8475423,-0.636627756,58.5,2.4,-0.129369105
LR451,I3,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.195501438,-0.049152135,-0.790288091,-0.622630547,64.5,3.39,-0.020283254
LR452,I3,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,56.5,2.93,0.154343503
LR453,I3,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,62.5,3.57,0.107676045
LR454,I3,M,1,50,L,8,0.03375,0.001139063,0.0033,1.09E-05,-0.264476102,-0.375275395,-0.943212059,-0.757865326,59.5,3.39,0.174975843
LR455,I3,M,4,100,L,8,0.05976,0.003571258,0.00702,4.93E-05,0.857191254,0.547530304,-0.475244793,-0.58557567,NA,NA,NA
LR456,I3,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.965218041,0.663506147,0.35879364,0.029443973,63.5,2.98,-0.111378168
LR457,J1,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.850020123,1.968575468,-0.202478211,-0.38139137,65,2.98,-0.167876454
LR458,J1,F,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.027202675,-0.232431185,0.53164798,0.169530275,NA,NA,NA
LR459,J1,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.883178659,3.515361032,1.585320748,1.650619338,56.5,2.13,-0.164536941
LR460,J1,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.395384588,1.172559628,2.252048304,2.889844319,52,2.33,0.126053593
LR461,J1,F,4,100,S,8,0.05976,0.003571258,0.00702,4.93E-05,1.174789388,1.005429303,-0.400959469,-0.482725915,56,2.11,-0.152460609
LR462,J1,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.212911734,-0.04527398,-0.696019673,-0.68233422,NA,NA,NA
LR463,J1,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.026614042,-0.185118676,-0.860185609,-0.736361431,NA,NA,NA
LR464,J1,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.162271118,-0.312448064,0.446851996,0.117409963,58.5,2.68,-0.019021048
LR465,J2,M,4,100,S,8,0.05312,0.002821734,0.00624,3.89E-05,0.570844801,0.263151371,-0.573366962,-0.631992416,52,2.01,-0.021679953
LR466,J2,F,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.357190726,0.097042502,2.125859623,2.320686619,NA,NA,NA
LR467,J2,M,4,50,L,8,0.02988,0.000892814,0.00351,1.23E-05,-0.431367785,-0.468705395,-0.916794552,-0.751447278,NA,NA,NA
LR468,J2,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.850020123,1.968575468,-0.202478211,-0.38139137,NA,NA,NA
LR469,J2,F,4,50,S,8,0.02988,0.000892814,0.00351,1.23E-05,-0.344479767,-0.457349373,-0.8475423,-0.636627756,NA,NA,NA
LR470,J2,F,4,75,S,8,0.04482,0.002008832,0.005265,2.77E-05,0.41515481,0.15214156,-0.624250885,-0.572502093,60.5,2.94,-0.007777098
LR471,J2,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.19097462,0.92124879,-0.528079807,-0.611247863,56.5,2.51,-0.000376167
LR472,J2,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.732402288,1.624130946,0.849404483,0.575527828,62.5,3.23,0.007592587
LR473,J3,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846656391,-0.651867641,-1.10926496,-0.789143718,NA,NA,NA
LR474,J3,F,3,50,L,8,0.04515,0.002038522,0.0179375,0.000321754,0.431933887,0.16835616,0.988091258,0.6518479,NA,NA,NA
LR475,J3,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660358699,-0.578404613,0.543716189,0.219243354,56.5,2.42,-0.03689138
LR476,J3,F,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.891070449,0.658207482,1.444534535,1.241350458,69,3.95,-0.030598752
LR477,J3,M,4,50,S,8,0.02656,0.000705434,0.00312,9.73E-06,-0.574541012,-0.539799749,-0.965855636,-0.763051464,NA,NA,NA
LR478,J3,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.581625917,0.273252476,0.113488218,-0.192398526,NA,NA,NA
LR479,J3,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.163749843,-0.083552929,2.023096577,2.43587321,NA,NA,NA
LR480,J3,M,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.307169323,-0.400257825,1.177736355,1.017233692,NA,NA,NA
LR481,J1,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,59.5,2.81,-0.012669595
LR482,J1,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.579775292,1.559979555,2.129199452,2.326566155,69,4.16,0.021200744
LR483,J1,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.307790473,2.50220199,1.217362615,1.074677939,NA,NA,NA
LR484,J1,F,2,75,S,8,0.05337,0.002848357,0.0117,0.00013689,0.849885442,0.610631365,0.194484305,-0.117921552,63,3.59,0.093980478
LR485,J1,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.616556735,0.306305014,1.34945015,1.272591319,53.5,2.21,0.004360881
LR486,J1,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.732402288,1.624130946,0.849404483,0.575527828,NA,NA,NA
LR487,J1,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013548074,-0.705652428,-0.090303978,-0.350747181,51.5,1.98,-0.013336972
LR488,J1,F,4,100,S,8,0.05976,0.003571258,0.00702,4.93E-05,1.174789388,1.005429303,-0.400959469,-0.482725915,NA,NA,NA
LR489,J2,M,1,75,L,8,0.050625,0.002562891,0.00495,2.45E-05,0.463249259,0.164943047,-0.735645933,-0.696774716,59,2.83,0.014843851
LR490,J2,F,2,100,L,8,0.08895,0.007912102,0.0195,0.00038025,2.658975018,3.376094523,1.186890595,0.895423901,63,3.19,-0.024150808
LR491,J2,F,4,50,L,8,0.03652,0.00133371,0.00429,1.84E-05,-0.0068644,-0.216562831,-0.748301671,-0.611294119,68.5,3.94,-0.015534257
