FID,Shelf_stack,Sex,Diet,Level,Size,Batch,P_day,P2_day,L_day,L2_day,ZP,ZP2,ZL,ZL2,Ln,Wt,CI
LR105,B3,F,2,75,L,8,0.0667125,0.004450558,0.014625,0.000213891,1.526077226,1.485090034,0.564329305,0.200771663,61,2.99,-0.010830277
LR106,B3,M,4,75,S,8,0.03984,0.001587226,0.00468,2.19E-05,-0.003287623,-0.206413036,-0.770155489,-0.70789743,NA,NA,NA
LR107,B3,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,62,3,-0.04684021
LR108,B3,F,2,100,L,8,0.08895,0.007912102,0.0195,0.00038025,2.656941569,3.377227938,1.183806043,0.892717394,63,3.28,0.003671698
LR109,C1,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,53.5,1.95,-0.120802262
LR110,C1,F,2,100,S,8,0.07116,0.005063746,0.0156,0.00024336,1.752250094,1.820268861,0.688224652,0.323343623,66,4.25,0.150173473
LR111,C1,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,55.5,3.06,0.240969644
LR112,C1,F,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.193068497,-0.05107137,-0.790895189,-0.623574578,NA,NA,NA
LR113,C1,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.025126512,-0.186346337,-0.860778508,-0.735707947,57,2.53,-0.01376046
LR114,C1,F,4,75,L,8,0.05478,0.003000848,0.006435,4.14E-05,0.919262666,0.692654277,-0.476391614,-0.516679218,61.5,3.72,0.187865609
LR115,C1,F,2,50,L,8,0.044475,0.001978026,0.00975,9.51E-05,0.395212882,0.133562647,-0.055147433,-0.293321986,57.5,3.05,0.152027195
LR116,C1,F,3,50,L,8,0.04515,0.002038522,0.0179375,0.000321754,0.429539287,0.166630774,0.985255806,0.649411907,NA,NA,NA
LR117,C1,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,NA,NA,NA
LR118,C1,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,NA,NA,NA
LR119,C2,F,2,50,S,8,0.03558,0.001265936,0.0078,6.08E-05,-0.057132855,-0.255677669,-0.302938128,-0.435987778,61,3.17,0.047627924
LR120,C2,F,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.321827579,-0.443328463,-0.916696619,-0.652190924,51,1.91,-0.025721607
LR121,C2,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.252652799,2.638692965,-0.28768947,-0.428085008,64.5,3.41,-0.014400884
LR122,C2,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.847855489,1.968454473,-0.20382185,-0.382748066,55,2.28,-0.031370132
LR123,C2,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,NA,NA,NA
LR124,C2,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,53,1.85,-0.150723763
LR125,C2,F,2,50,L,8,0.044475,0.001978026,0.00975,9.51E-05,0.395212882,0.133562647,-0.055147433,-0.293321986,NA,NA,NA
LR126,C2,M,4,50,S,8,0.02656,0.000705434,0.00312,9.73E-06,-0.575014465,-0.540123332,-0.966505364,-0.762486784,44,1.05,-0.266770331
LR127,C2,F,4,50,S,8,0.02988,0.000892814,0.00351,1.23E-05,-0.347000276,-0.459632401,-0.848077657,-0.637716377,34.5,2.3,1.105941655
LR128,C2,F,2,50,L,8,0.044475,0.001978026,0.00975,9.51E-05,0.395212882,0.133562647,-0.055147433,-0.293321986,NA,NA,NA
LR129,C3,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,NA,NA,NA
LR130,C3,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.302454873,2.494124379,1.217886996,1.074335083,59,3.67,0.274758802
LR131,C3,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,60,2.27,-0.246324575
LR132,C3,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.302454873,2.494124379,1.217886996,1.074335083,54,2.89,0.250114008
LR133,C3,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.025126512,-0.186346337,-0.860778508,-0.735707947,NA,NA,NA
LR134,C3,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.252652799,2.638692965,-0.28768947,-0.428085008,NA,NA,NA
LR135,C3,M,4,100,S,8,0.05312,0.002821734,0.00624,3.89E-05,0.568439219,0.260781075,-0.573805614,-0.631642786,46.5,1.25,-0.2261471
LR136,C3,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,55,2.75,0.156055337
LR137,C3,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,51.5,1.69,-0.171705287
LR138,C3,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.847855489,1.968454473,-0.20382185,-0.382748066,NA,NA,NA
LR139,C1,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.211109943,-0.046858104,-0.696524286,-0.68188114,NA,NA,NA
LR140,C1,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.962147199,0.660115351,0.358856293,0.029628517,51.5,2.34,0.153717113
LR141,C1,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,50,1.98,0.058192374
LR142,C1,F,1,75,L,8,0.06075,0.003690562,0.00594,3.53E-05,1.222860648,1.069663496,-0.539292329,-0.542051268,NA,NA,NA
LR143,C1,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,NA,NA,NA
LR144,C1,F,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,56,1.87,-0.273210126
LR145,C1,F,2,100,S,8,0.07116,0.005063746,0.0156,0.00024336,1.752250094,1.820268861,0.688224652,0.323343623,NA,NA,NA
LR146,C1,F,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,NA,NA,NA
LR147,C2,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.025126512,-0.186346337,-0.860778508,-0.735707947,NA,NA,NA
LR148,C2,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,54.5,2.5,0.082844854
LR149,C2,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.725594379,3.509502631,3.26461252,4.664276868,41,3.25,1.033981952
LR150,C2,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,NA,NA,NA
LR151,C2,F,4,50,S,8,0.02988,0.000892814,0.00351,1.23E-05,-0.347000276,-0.459632401,-0.848077657,-0.637716377,52,2,-0.026667494
LR152,C2,F,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,63.5,3.37,0.011611276
LR153,C2,F,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.836723654,-0.723512726,-1.042498048,-0.672571751,54,2.01,-0.113007772
LR154,C2,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846670819,-0.651905564,-1.109991811,-0.78854793,NA,NA,NA
LR155,C3,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.577566833,1.559494412,2.124934163,2.322270228,NA,NA,NA
LR156,C3,F,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.321827579,-0.443328463,-0.916696619,-0.652190924,NA,NA,NA
LR157,C3,M,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,50,1.55,-0.18664954
LR158,C3,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,50,2.45,0.271183554
LR159,C3,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.725594379,3.509502631,3.26461252,4.664276868,59,3,0.073179428
LR160,C3,F,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,57,2.85,0.105339231
LR161,C3,M,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,NA,NA,NA
LR162,C3,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.847855489,1.968454473,-0.20382185,-0.382748066,NA,NA,NA
LR163,D1,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.577566833,1.559494412,2.124934163,2.322270228,NA,NA,NA
LR164,D1,F,2,100,L,8,0.08895,0.007912102,0.0195,0.00038025,2.656941569,3.377227938,1.183806043,0.892717394,68,4.19,0.063714038
LR165,D1,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,54.5,2.07,-0.105897271
LR166,D1,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.728037298,1.618291529,0.84973098,0.575436831,NA,NA,NA
LR167,D1,M,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.410772153,-0.4579223,-0.98538516,-0.76656865,NA,NA,NA
LR168,D1,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,NA,NA,NA
LR169,D1,F,4,50,S,8,0.02988,0.000892814,0.00351,1.23E-05,-0.347000276,-0.459632401,-0.848077657,-0.637716377,NA,NA,NA
LR170,D1,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.193068497,-0.05107137,-0.790895189,-0.623574578,NA,NA,NA
LR171,D1,M,1,50,L,8,0.03375,0.001139063,0.0033,1.09E-05,-0.265472598,-0.376018348,-0.943849609,-0.75723867,NA,NA,NA
LR172,D1,F,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.193068497,-0.05107137,-0.790895189,-0.623574578,58.5,3.08,0.120091754
LR173,D2,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.252652799,2.638692965,-0.28768947,-0.428085008,NA,NA,NA
LR174,D2,M,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,52,1.89,-0.083237846
LR175,D2,M,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,NA,NA,NA
LR176,D2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.962147199,0.660115351,0.358856293,0.029628517,NA,NA,NA
LR177,D2,F,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.617034662,-0.617675153,0.62723002,0.262009811,NA,NA,NA
LR178,D2,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,53,2.16,0.00419882
LR179,D2,F,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.617034662,-0.617675153,0.62723002,0.262009811,NA,NA,NA
LR180,D2,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,NA,NA,NA
LR181,D2,F,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,NA,NA,NA
LR182,D2,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.302454873,2.494124379,1.217886996,1.074335083,NA,NA,NA
LR183,D3,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,NA,NA,NA
LR184,D3,M,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.410772153,-0.4579223,-0.98538516,-0.76656865,NA,NA,NA
LR185,D3,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,50.5,2.03,0.059052517
LR186,D3,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.025126512,-0.186346337,-0.860778508,-0.735707947,NA,NA,NA
LR187,D3,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,49.5,1.83,0.003732304
LR188,D3,M,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,NA,NA,NA
LR189,D3,M,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,51.5,2.09,0.04073025
LR190,D3,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,NA,NA,NA
LR191,D3,F,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,NA,NA,NA
LR192,D3,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.302454873,2.494124379,1.217886996,1.074335083,50.5,2.07,0.078565331
LR193,D1,F,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.321827579,-0.443328463,-0.916696619,-0.652190924,NA,NA,NA
LR194,D1,F,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,NA,NA,NA
LR195,D1,F,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,NA,NA,NA
LR196,D1,F,3,50,L,8,0.04515,0.002038522,0.0179375,0.000321754,0.429539287,0.166630774,0.985255806,0.649411907,NA,NA,NA
LR197,D1,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.193068497,-0.05107137,-0.790895189,-0.623574578,NA,NA,NA
LR198,D1,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,NA,NA,NA
LR199,D1,M,4,50,L,8,0.02988,0.000892814,0.00351,1.23E-05,-0.432082755,-0.469210197,-0.917417895,-0.750958876,NA,NA,NA
LR200,D1,M,2,100,L,8,0.12453,0.015507721,0.0273,0.00074529,3.642762547,5.061736943,2.076917699,2.536917099,NA,NA,NA
LR201,D2,M,1,50,L,8,0.03375,0.001139063,0.0033,1.09E-05,-0.265472598,-0.376018348,-0.943849609,-0.75723867,56,2.34,-0.048997627
LR202,D2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.962147199,0.660115351,0.358856293,0.029628517,NA,NA,NA
LR203,D2,M,4,100,S,8,0.05312,0.002821734,0.00624,3.89E-05,0.568439219,0.260781075,-0.573805614,-0.631642786,NA,NA,NA
LR204,D2,M,1,50,S,8,0.02025,0.000410062,0.00198,3.92E-06,-0.846670819,-0.651905564,-1.109991811,-0.78854793,NA,NA,NA
LR205,D2,M,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,NA,NA,NA
LR206,D2,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,55,2.29,-0.026993757
LR207,D2,F,3,100,S,8,0.07224,0.005218618,0.0287,0.00082369,1.807172343,1.904924489,2.352869834,2.737140688,NA,NA,NA
LR208,D2,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.302454873,2.494124379,1.217886996,1.074335083,NA,NA,NA
LR209,D3,M,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,52,2.14,0.040991154
LR210,D3,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,51.5,1.97,-0.018400274
LR211,D3,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,50,2.24,0.181571395
LR212,D3,M,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,NA,NA,NA
LR213,D3,F,2,75,S,8,0.05337,0.002848357,0.0117,0.00013689,0.84755862,0.609300143,0.192643262,-0.119502643,NA,NA,NA
LR214,D3,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.876872448,3.50470089,1.586043011,1.649985877,NA,NA,NA
LR215,D3,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,NA,NA,NA
LR216,D3,F,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.029671731,-0.234513762,0.529384463,0.167629942,NA,NA,NA
LR217,E1,F,2,100,L,8,0.08895,0.007912102,0.0195,0.00038025,2.656941569,3.377227938,1.183806043,0.892717394,63,3.81,0.153457465
LR218,E1,M,2,75,L,8,0.0933975,0.008723093,0.020475,0.000419226,2.302454873,2.494124379,1.217886996,1.074335083,53.5,2.37,0.074258321
LR219,E1,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.725594379,3.509502631,3.26461252,4.664276868,NA,NA,NA
LR220,E1,F,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,NA,NA,NA
LR221,E1,M,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.410772153,-0.4579223,-0.98538516,-0.76656865,54.5,2.36,0.025215741
LR222,E1,M,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.025126512,-0.186346337,-0.860778508,-0.735707947,NA,NA,NA
LR223,E1,F,4,50,S,8,0.02988,0.000892814,0.00351,1.23E-05,-0.347000276,-0.459632401,-0.848077657,-0.637716377,NA,NA,NA
LR224,E1,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,NA,NA,NA
LR225,E2,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.577566833,1.559494412,2.124934163,2.322270228,NA,NA,NA
LR226,E2,M,2,100,S,8,0.10674,0.011393428,0.0234,0.00054756,2.876872448,3.50470089,1.586043011,1.649985877,51,1.82,-0.073988348
LR227,E2,M,4,50,S,8,0.02656,0.000705434,0.00312,9.73E-06,-0.575014465,-0.540123332,-0.966505364,-0.762486784,50,1.68,-0.106110677
LR228,E2,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.252652799,2.638692965,-0.28768947,-0.428085008,NA,NA,NA
LR229,E2,F,4,75,S,8,0.04482,0.002008832,0.005265,2.77E-05,0.412757489,0.150401723,-0.625066031,-0.573662348,NA,NA,NA
LR230,E2,M,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,52,2.58,0.227974724
LR231,E2,F,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,57.5,3.07,0.158563166
LR232,E2,F,1,50,L,8,0.0405,0.00164025,0.00396,1.57E-05,0.193068497,-0.05107137,-0.790895189,-0.623574578,57.5,2.57,-0.019208496
LR233,E3,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.847855489,1.968454473,-0.20382185,-0.382748066,54,2.53,0.117076808
LR234,E3,F,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,59,3.02,0.079823971
LR235,E3,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,52.5,2.53,0.185247514
LR236,E3,F,4,75,L,8,0.05478,0.003000848,0.006435,4.14E-05,0.919262666,0.692654277,-0.476391614,-0.516679218,50.5,1.8,-0.061196612
LR237,E3,F,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,NA,NA,NA
LR238,E3,M,2,50,S,8,0.05337,0.002848357,0.0117,0.00013689,0.579202149,0.270856432,0.113418949,-0.192102046,49.5,2.18,0.178741214
LR239,E3,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,NA,NA,NA
LR240,E3,F,2,50,S,8,0.03558,0.001265936,0.0078,6.08E-05,-0.057132855,-0.255677669,-0.302938128,-0.435987778,NA,NA,NA
LR241,E1,F,1,100,L,8,0.081,0.006561,0.00792,6.27E-05,2.252652799,2.638692965,-0.28768947,-0.428085008,NA,NA,NA
LR242,E1,F,4,75,S,8,0.04482,0.002008832,0.005265,2.77E-05,0.412757489,0.150401723,-0.625066031,-0.573662348,NA,NA,NA
LR243,E1,F,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,NA,NA,NA
LR244,E1,M,2,100,L,8,0.12453,0.015507721,0.0273,0.00074529,3.642762547,5.061736943,2.076917699,2.536917099,NA,NA,NA
LR245,E1,F,1,100,S,8,0.0405,0.00164025,0.00396,1.57E-05,0.193068497,-0.05107137,-0.790895189,-0.623574578,NA,NA,NA
LR246,E1,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,52,2.13,0.036307305
LR247,E1,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,54,2.41,0.068484253
LR248,E1,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,49,2.33,0.269852328
LR249,E2,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,54.5,2.44,0.058552161
LR250,E2,F,3,100,L,8,0.0903,0.00815409,0.035875,0.001287016,2.725594379,3.509502631,3.26461252,4.664276868,NA,NA,NA
LR251,E2,M,4,50,L,8,0.02988,0.000892814,0.00351,1.23E-05,-0.432082755,-0.469210197,-0.917417895,-0.750958876,NA,NA,NA
LR252,E2,F,2,75,L,8,0.0667125,0.004450558,0.014625,0.000213891,1.526077226,1.485090034,0.564329305,0.200771663,NA,NA,NA
LR253,E2,F,1,75,S,8,0.030375,0.000922641,0.00297,8.82E-06,-0.321827579,-0.443328463,-0.916696619,-0.652190924,NA,NA,NA
LR254,E2,F,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.617034662,-0.617675153,0.62723002,0.262009811,NA,NA,NA
LR255,E2,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.728037298,1.618291529,0.84973098,0.575436831,NA,NA,NA
LR256,E2,F,4,100,L,8,0.07304,0.005334842,0.00858,7.36E-05,1.847855489,1.968454473,-0.20382185,-0.382748066,56,2.41,-0.019521809
LR257,E3,M,5,75,L,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,49,1.99,0.112118699
LR258,E3,M,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,53,2.68,0.219907393
LR259,E3,M,3,100,L,8,0.07224,0.005218618,0.0287,0.00082369,1.391588106,1.167871261,2.253129125,2.888585576,NA,NA,NA
LR260,E3,F,2,100,L,8,0.08895,0.007912102,0.0195,0.00038025,2.656941569,3.377227938,1.183806043,0.892717394,NA,NA,NA
LR261,E3,F,1,75,L,8,0.06075,0.003690562,0.00594,3.53E-05,1.222860648,1.069663496,-0.539292329,-0.542051268,NA,NA,NA
LR262,E3,F,2,100,S,8,0.07116,0.005063746,0.0156,0.00024336,1.752250094,1.820268861,0.688224652,0.323343623,NA,NA,NA
LR263,E3,F,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.7558659,-0.686930948,0.413748806,0.062444075,NA,NA,NA
LR264,E3,M,5,100,L,8,0.04368,0.001907942,0.02688,0.000722534,0.162030982,-0.08503948,2.024054271,2.43484353,52.5,2.72,0.257660091
LR265,F1,M,5,50,L,8,0.02184,0.000476986,0.01344,0.000180634,-0.778218584,-0.626578471,0.332424579,0.00411461,52,2.49,0.192468036
LR266,F1,F,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.617034662,-0.617675153,0.62723002,0.262009811,59,2.95,0.05637231
LR267,F1,F,3,75,S,8,0.05418,0.002935472,0.021525,0.000463326,0.888750306,0.656918661,1.441127149,1.238259766,56,2.69,0.090392637
LR268,F1,M,3,50,L,8,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,55.5,2.88,0.180345022
LR269,F1,M,3,50,S,8,0.03612,0.001304654,0.01435,0.000205923,-0.163440022,-0.313351164,0.446962006,0.117550121,54,2.9,0.253568243
LR270,F1,F,2,75,L,8,0.0667125,0.004450558,0.014625,0.000213891,1.526077226,1.485090034,0.564329305,0.200771663,NA,NA,NA
LR271,F1,F,4,75,L,8,0.05478,0.003000848,0.006435,4.14E-05,0.919262666,0.692654277,-0.476391614,-0.516679218,NA,NA,NA
LR272,F1,F,2,75,L,8,0.0667125,0.004450558,0.014625,0.000213891,1.526077226,1.485090034,0.564329305,0.200771663,60,3.26,0.115622789
LR273,F2,M,5,75,S,8,0.02457,0.000603685,0.01512,0.000228614,-0.660687388,-0.578629793,0.54387829,0.219332129,55,2.54,0.076618506
LR274,F2,F,2,100,S,8,0.07116,0.005063746,0.0156,0.00024336,1.752250094,1.820268861,0.688224652,0.323343623,NA,NA,NA
LR275,F2,F,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.200540947,-0.361020554,1.267673662,1.001592606,63,3.23,-0.011689587
LR276,F2,M,5,50,S,8,0.01638,0.000268304,0.01008,0.000101606,-1.013280975,-0.705553254,-0.090482845,-0.350370803,52.5,2.49,0.169310921
LR277,F2,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.728037298,1.618291529,0.84973098,0.575436831,50,1.7,-0.09427622
LR278,F2,F,2,100,S,8,0.07116,0.005063746,0.0156,0.00024336,1.752250094,1.820268861,0.688224652,0.323343623,NA,NA,NA
LR279,F2,M,4,75,L,8,0.04482,0.002008832,0.005265,2.77E-05,0.211109943,-0.046858104,-0.696524286,-0.68188114,NA,NA,NA
LR280,F2,M,2,50,L,8,0.062265,0.00387693,0.01365,0.000186322,0.962147199,0.660115351,0.358856293,0.029628517,NA,NA,NA
LR281,F3,M,5,100,S,8,0.03276,0.001073218,0.02016,0.000406426,-0.308093801,-0.400937098,1.178239425,1.016919822,NA,NA,NA
LR282,F3,F,1,75,L,8,0.06075,0.003690562,0.00594,3.53E-05,1.222860648,1.069663496,-0.539292329,-0.542051268,NA,NA,NA
LR283,F3,M,4,50,L,8,0.02988,0.000892814,0.00351,1.23E-05,-0.432082755,-0.469210197,-0.917417895,-0.750958876,NA,NA,NA
LR284,F3,M,1,100,L,8,0.0675,0.00455625,0.0066,4.36E-05,1.187522953,0.917201011,-0.528494104,-0.61056062,NA,NA,NA
LR285,F3,M,3,75,L,8,0.05418,0.002935472,0.021525,0.000463326,0.614074042,0.30382472,1.350045565,1.272148601,NA,NA,NA
LR286,F3,F,3,75,L,8,0.067725,0.004586676,0.02690625,0.000723946,1.577566833,1.559494412,2.124934163,2.322270228,NA,NA,NA
LR287,F3,M,2,75,S,8,0.080055,0.006408803,0.01755,0.000308003,1.728037298,1.618291529,0.84973098,0.575436831,NA,NA,NA
